Approved symbol,UniProt ID(supplied by UniProt),NCBI Gene ID(supplied by NCBI)
H2AC14,Q99878,8331
H2BC14,Q99879,8342
H2BC13,Q99880,8340
SLC6A7,Q99884,6534
CTRC,Q99895,11330
SSX3,Q99909,10214
GABRG3,Q99928,2567
ASCL2,Q99929,430
SPAG8,Q99932,26206
BAG1,Q99933,573
OPRPN,Q99935,58503
ATF6B,Q99941,1388
RNF5,Q99942,6048
AGPAT1,Q99943,10554
EGFL8,Q99944,80864
PRRT1,Q99946,80863
PTPN18,Q99952,26469
SMR3A,Q99954,26952
DUSP9,Q99956,1852
FOXC2,Q99958,2303
PKP2,Q99959,5318
SH3GL1,Q99961,6455
SH3GL2,Q99962,6456
SH3GL3,Q99963,6457
ADAM2,Q99965,2515
CITED1,Q99966,4435
CITED2,Q99967,10370
RARRES2,Q99969,5919
MYOC,Q99972,4653
TEP1,Q99973,7011
OMD,Q99983,4958
SEMA3C,Q99985,10512
VRK1,Q99986,7443
GDF15,Q99988,9518
VGLL1,Q99990,51442
AKAP9,Q99996,10142
GAL3ST1,Q99999,9514
DPYSL5,Q9BPU6,56896
B9D2,Q9BPU9,80776
P2RY13,Q9BPV8,53829
APOL4,Q9BPW4,80832
RASL11B,Q9BPW5,65997
NIPSNAP1,Q9BPW8,8508
DHRS9,Q9BPW9,10170
HSD17B14,Q9BPX1,51171
NCAPG,Q9BPX3,64151
ARPC5L,Q9BPX5,81873
MICU1,Q9BPX6,10367
C7orf25,Q9BPX7,79020
FAM118B,Q9BPY3,79607
HOPX,Q9BPY8,84525
SPIN2B,Q9BPZ2,474343
PAIP2,Q9BPZ3,51247
MAPKAP1,Q9BPZ7,79109
RBM4B,Q9BQ04,83759
RETNLB,Q9BQ08,84666
KCTD14,Q9BQ13,65987
NABP2,Q9BQ15,79035
SPOCK3,Q9BQ16,50859
ZFYVE21,Q9BQ24,79038
KCNS3,Q9BQ31,3790
DDX50,Q9BQ39,79009
MRPL34,Q9BQ48,64981
SMIM7,Q9BQ49,79086
TREX2,Q9BQ50,11219
PDCD1LG2,Q9BQ51,80380
ELAC2,Q9BQ52,60528
TRIR,Q9BQ61,79002
USB1,Q9BQ65,79650
KRTAP4-12,Q9BQ66,83755
GRWD1,Q9BQ67,83743
MACROD1,Q9BQ69,28992
TCF25,Q9BQ70,22980
CMSS1,Q9BQ75,84319
SLX1A,Q9BQ83,548593
SLX1B,Q9BQ83,79008
TBL1Y,Q9BQ87,90665
FAM110A,Q9BQ89,83541
KLHDC3,Q9BQ90,116138
ECSIT,Q9BQ95,51295
WDR77,Q9BQA1,79084
HINFP,Q9BQA5,25988
CYBC1,Q9BQA9,79415
SOST,Q9BQB4,50964
VKORC1,Q9BQB6,79001
DPH2,Q9BQC3,1802
MRPL57,Q9BQC6,78988
PMCHL2,Q9BQD1,5370
KXD1,Q9BQD3,79036
ANTKMT,Q9BQD7,65990
TUBA1C,Q9BQE3,84790
SELENOS,Q9BQE4,55829
APOL2,Q9BQE5,23780
LBHD1,Q9BQE6,79081
BCL7B,Q9BQE9,9275
SENP7,Q9BQF6,57337
MYBBP1A,Q9BQG0,10514
SYT3,Q9BQG1,84258
NUDT12,Q9BQG2,83594
AIF1L,Q9BQI0,83543
EIF2AK1,Q9BQI3,27102
CCDC3,Q9BQI4,83643
SGIP1,Q9BQI5,84251
SLF1,Q9BQI6,84250
PSD2,Q9BQI7,84249
NRIP2,Q9BQI9,83714
TMEM47,Q9BQJ4,83604
LPIN3,Q9BQK8,64900
FERMT1,Q9BQL6,55612
C20orf144,Q9BQM9,128864
FAM83C,Q9BQN1,128876
MGME1,Q9BQP7,92667
BPIFA3,Q9BQP9,128861
GORASP1,Q9BQQ3,64689
RTP3,Q9BQQ7,83597
PRSS27,Q9BQR3,83886
SYT15,Q9BQS2,83849
HSPB9,Q9BQS6,94086
HEPH,Q9BQS7,9843
FYCO1,Q9BQS8,79443
SLC25A21,Q9BQT8,89874
CLSTN3,Q9BQT9,9746
EBF4,Q9BQW3,57593
RHOXF2,Q9BQY4,84528
WFDC6,Q9BQY6,140870
DBNDD2,Q9BQY9,55861
SULT4A1,Q9BR01,25830
NEURL2,Q9BR09,140825
SPATA25,Q9BR10,128497
ZSWIM1,Q9BR11,90204
OCSTAMP,Q9BR26,128506
JPH2,Q9BR39,57158
SCP2D1-AS1,Q9BR46,100128496
ACBD6,Q9BR61,84320
CORO1B,Q9BR76,57175
CCDC77,Q9BR77,84318
ZNF559,Q9BR84,84527
NAA38,Q9BRA0,84316
TXNDC17,Q9BRA2,84817
PIGQ,Q9BRB3,9091
PLCD4,Q9BRC7,84812
BUD13,Q9BRD0,84811
CPPED1,Q9BRF8,55313
VPS25,Q9BRG1,84313
SH2D3A,Q9BRG2,10045
ZNF251,Q9BRH9,90987
SLC30A2,Q9BRI3,7780
MRPL45,Q9BRJ2,84311
C7orf50,Q9BRJ6,84310
NUDT16L1,Q9BRJ7,84309
MESP1,Q9BRJ9,55897
REEP2,Q9BRK0,51308
MXRA8,Q9BRK3,54587
LZTS2,Q9BRK4,84445
SDF4,Q9BRK5,51150
SRSF8,Q9BRL6,10929
SEC22C,Q9BRL7,9117
TM2D3,Q9BRN9,80213
OVOL2,Q9BRP0,58495
PDCD2L,Q9BRP1,84306
PAAF1,Q9BRP4,80227
FDXACB1,Q9BRP7,91893
PYM1,Q9BRP8,84305
PYGO2,Q9BRQ0,90780
NUDT22,Q9BRQ3,84304
CFAP300,Q9BRQ4,85016
ORAI3,Q9BRQ5,93129
CHCHD6,Q9BRQ6,84303
AIFM2,Q9BRQ8,84883
ZKSCAN3,Q9BRR0,80317
PGAP4,Q9BRR3,84302
ADPGK,Q9BRR6,83440
GPATCH1,Q9BRR8,55094
ARHGAP9,Q9BRR9,64333
RIOK1,Q9BRS2,83732
LARP6,Q9BRS8,55323
UQCC2,Q9BRT2,84300
MIEN1,Q9BRT3,84299
LLPH,Q9BRT6,84298
CBWD1,Q9BRT8,55871
GINS4,Q9BRT9,84296
TCEAL7,Q9BRU2,56849
UTP23,Q9BRU9,84294
SLC50A1,Q9BRV3,55974
SIKE1,Q9BRV8,80143
PELO,Q9BRX2,53918
GINS3,Q9BRX5,64785
PRXL2A,Q9BRX8,84293
WDR83,Q9BRX9,84292
SLC39A3,Q9BRY0,29985
TRIM56,Q9BRZ2,81844
CENPK,Q9BS16,64105
ANAPC13,Q9BS18,25847
ERP44,Q9BS26,23071
ZNF649,Q9BS31,65251
ZNF670,Q9BS34,93474
LXN,Q9BS40,56925
ZPBP,Q9BS86,11055
SLC35A5,Q9BS91,55032
NIPSNAP3B,Q9BS92,55335
TTYH2,Q9BSA4,94015
TMEM175,Q9BSA9,84286
ATG101,Q9BSB4,60673
NOL10,Q9BSC4,79954
RHNO1,Q9BSD3,83695
NTPCR,Q9BSD7,84284
TMEM79,Q9BSE2,84283
HERPUD2,Q9BSE4,64224
AGMAT,Q9BSE5,79814
C2orf88,Q9BSF0,84281
TIMM29,Q9BSF4,90580
BTBD10,Q9BSF8,84280
PRADC1,Q9BSG0,84279
ZNF2,Q9BSG1,7549
RTBDN,Q9BSG5,83546
NICN1,Q9BSH3,84276
TACO1,Q9BSH4,51204
HDHD3,Q9BSH5,81932
TINF2,Q9BSI4,26277
TRIM51,Q9BSJ1,84767
TUBGCP2,Q9BSJ2,10844
C17orf80,Q9BSJ5,55028
PIMREG,Q9BSJ6,54478
ESYT1,Q9BSJ8,23344
MARVELD1,Q9BSK0,83742
ZNF577,Q9BSK1,84765
SLC25A33,Q9BSK2,84275
FEM1A,Q9BSK4,55527
UBAC1,Q9BSL1,10422
PCGF1,Q9BSM1,84759
TMEM204,Q9BSN7,79652
CCM2,Q9BSQ5,83605
YIPF4,Q9BSR8,84272
RTKN,Q9BST9,6242
PHAF1,Q9BSU1,80262
NAA11,Q9BSU3,84779
TSEN34,Q9BSV6,79042
CRACR2A,Q9BSW2,84766
SYT17,Q9BSW7,51760
CHCHD5,Q9BSY4,84269
DESI2,Q9BSY9,51029
FUZ,Q9BT04,80199
CNPY3,Q9BT09,10695
MTG1,Q9BT17,92170
ALG1,Q9BT22,56052
LIMD2,Q9BT23,80774
HAUS8,Q9BT25,93323
ALKBH7,Q9BT30,84266
INPP5K,Q9BT40,51763
POLR3GL,Q9BT43,84265
THAP7,Q9BT49,80764
SPX,Q9BT56,80763
NDFIP1,Q9BT67,80762
PSMG3,Q9BT73,84262
UPK3B,Q9BT76,105375355
COPS4,Q9BT78,51138
SOX7,Q9BT81,83595
SYT11,Q9BT88,23208
TCHP,Q9BT92,84260
FAM167B,Q9BTA0,84734
WAC,Q9BTA9,51322
DIDO1,Q9BTC0,11083
MTA3,Q9BTC8,57504
SHANK2-AS3,Q9BTD1,220070
TMEM121,Q9BTD3,80757
RBM42,Q9BTD8,79171
NAT9,Q9BTE0,26151
DCTN5,Q9BTE1,84516
MCMBP,Q9BTE3,79892
AARSD1,Q9BTE6,80755
PTGES3L-AARSD1,Q9BTE6,100885850
DCUN1D5,Q9BTE7,84259
THUMPD2,Q9BTF0,80745
PAGR1,Q9BTK6,79447
RAMAC,Q9BTL3,83640
IER2,Q9BTL4,9592
H2AJ,Q9BTM1,55766
URM1,Q9BTM9,81605
LRFN3,Q9BTN0,79414
ZBED2,Q9BTP6,79413
FAAP24,Q9BTP7,91442
ANP32E,Q9BTT0,81611
MED10,Q9BTT4,84246
LRRC1,Q9BTT6,55227
PI4K2A,Q9BTU6,55361
TMEM43,Q9BTV4,79188
FSD1,Q9BTV5,79187
DPH7,Q9BTV6,92715
CABLES2,Q9BTV7,81928
TBCD,Q9BTW9,6904
NDC1,Q9BTX1,55706
TMEM208,Q9BTX3,29100
TTPAL,Q9BTX7,79183
FUCA2,Q9BTY2,2519
HGH1,Q9BTY7,51236
DHRS4,Q9BTZ2,10901
THTPA,Q9BU02,79178
ZNF692,Q9BU19,55657
CPLANE2,Q9BU20,79363
LMF2,Q9BU23,91289
CHRDL1,Q9BU40,91851
NDUFAF3,Q9BU61,25915
CENPO,Q9BU64,79172
PRR15L,Q9BU68,79170
TRMO,Q9BU70,51531
C1orf35,Q9BU76,79169
TMEM243,Q9BU79,79161
DOHH,Q9BU89,83475
SPINDOC,Q9BUA3,144097
MYL10,Q9BUA6,93408
ADAT1,Q9BUB4,23536
MKNK1,Q9BUB5,8569
TMEM70,Q9BUB7,54968
SPON2,Q9BUD6,10417
MED18,Q9BUE0,54797
ISCA1,Q9BUE6,81689
TUBB6,Q9BUF5,84617
CRB3,Q9BUF7,92359
ZSCAN5A,Q9BUG6,79149
PAXX,Q9BUH6,286257
BEGAIN,Q9BUH8,57596
POLR3C,Q9BUI4,10623
ABHD14A,Q9BUJ0,25864
HNRNPUL1,Q9BUJ2,11100
CHCHD7,Q9BUK0,79145
MSTO1,Q9BUK6,55154
PHF23,Q9BUL5,79142
PDCD10,Q9BUL8,11235
RPP25,Q9BUL9,54913
G6PC3,Q9BUM1,92579
C1orf56,Q9BUN1,54964
CCDC28B,Q9BUN5,79140
DERL1,Q9BUN8,79139
EFHD1,Q9BUP0,80303
HTATIP2,Q9BUP3,10553
DDX23,Q9BUQ8,9416
WRAP53,Q9BUR4,55135
APOO,Q9BUR5,79135
BDH2,Q9BUT1,56898
MCRIP2,Q9BUT9,84331
METTL22,Q9BUU2,79091
RSRP1,Q9BUV0,57035
RAB5IF,Q9BUV8,55969
BBLN,Q9BUW7,79095
CHAC1,Q9BUX1,79094
ZNF426,Q9BUY5,79088
EFCAB11,Q9BUY7,90141
TRAF4,Q9BUZ4,9618
ALG12,Q9BV10,79087
C1orf50,Q9BV19,79078
MRI1,Q9BV20,84245
ABHD6,Q9BV23,57406
CCDC32,Q9BV29,90416
SLC25A23,Q9BV35,79085
MLPH,Q9BV36,79083
WDR18,Q9BV38,57418
VAMP8,Q9BV40,8673
THUMPD3,Q9BV44,25917
DUSP26,Q9BV47,78986
ADI1,Q9BV57,55256
RNF126,Q9BV68,55658
CEP250,Q9BV73,11190
MECR,Q9BV79,51102
EMC6,Q9BV81,83460
NTMT1,Q9BV86,28989
CNPPD1,Q9BV87,27013
SNRNP25,Q9BV90,79622
EDEM2,Q9BV94,55741
ZNF747,Q9BV97,65988
LRRC61,Q9BV99,65999
KATNB1,Q9BVA0,10300
TUBB2B,Q9BVA1,347733
FICD,Q9BVA6,11153
DSCC1,Q9BVC3,79075
MLST8,Q9BVC4,64223
C2orf49,Q9BVC5,79074
TMEM109,Q9BVC6,79073
TRIM62,Q9BVG3,55223
PBDC1,Q9BVG4,51260
KIFC3,Q9BVG8,3801
PTDSS2,Q9BVG9,81490
ST6GALNAC5,Q9BVH7,81849
PHF20,Q9BVI0,51230
NOC4L,Q9BVI4,79050
UTP14A,Q9BVJ6,10813
DUSP23,Q9BVJ7,54935
ALG8,Q9BVK2,79053
TMED9,Q9BVK6,54732
TMEM147,Q9BVK8,10430
NUP58,Q9BVL2,9818
SELENOO,Q9BVL4,83642
DPCD,Q9BVM2,25911
GGACT,Q9BVM4,87769
RUSC1,Q9BVN2,23623
GNL3,Q9BVP2,26354
SPATA5L1,Q9BVQ7,79029
HERC2P3,Q9BVR0,283755
RIOK2,Q9BVS4,55781
TRMT61B,Q9BVS5,55006
TMUB1,Q9BVT8,83590
FNDC11,Q9BVV2,79025
KIAA0586,Q9BVV6,9786
TIMM21,Q9BVV7,29090
FAM174C,Q9BVV8,55009
TIPIN,Q9BVW5,54962
SMIM2,Q9BVW6,79024
TMEM106C,Q9BVX2,79022
C1orf116,Q9BW04,79098
MXD3,Q9BW11,83463
KIFC1,Q9BW19,3833
NUP85,Q9BW27,79902
TPPP3,Q9BW30,51673
ELOVL1,Q9BW60,64834
DDA1,Q9BW61,79016
KATNAL1,Q9BW62,84056
CINP,Q9BW66,51550
HIRIP3,Q9BW71,8479
HIGD2A,Q9BW72,192286
IFT27,Q9BW83,11020
YJU2,Q9BW85,55702
NUDT9,Q9BW91,53343
TARS2,Q9BW92,80222
CCDC106,Q9BWC9,29903
ACAT2,Q9BWD1,39
RTL8A,Q9BWD3,26071
REPIN1,Q9BWE0,29803
TRAIP,Q9BWF2,10293
RBM4,Q9BWF3,5936
SSBP4,Q9BWG4,170463
SCNM1,Q9BWG6,79005
FUNDC2,Q9BWH2,65991
RPAP1,Q9BWH6,26015
RHPN1-AS1,Q9BWJ2,78998
SF3B5,Q9BWJ5,83443
CYREN,Q9BWK5,78996
C1orf43,Q9BWL3,25912
ZNF416,Q9BWM5,55659
SFXN3,Q9BWM7,81855
PRR14,Q9BWN1,78994
COLEC11,Q9BWP8,78989
YIPF2,Q9BWQ6,78992
FAIM2,Q9BWQ8,23017
CHID1,Q9BWS9,66005
CDCA7,Q9BWT1,83879
PAPOLG,Q9BWT3,64895
MND1,Q9BWT6,84057
CARD10,Q9BWT7,29775
SLC4A1AP,Q9BWU0,22950
CDK19,Q9BWU1,23097
BOC,Q9BWV1,91653
SPATA9,Q9BWV2,83890
CDADC1,Q9BWV3,81602
TTLL2,Q9BWV7,83887
SSBP3,Q9BWW4,23648
SCRT1,Q9BWW7,83482
APOL6,Q9BWW8,80830
APOL5,Q9BWW9,80831
PHF7,Q9BWX1,51533
GATA5,Q9BWX5,140628
GTPBP2,Q9BX10,54676
SYCP2,Q9BX26,10388
LSM14B,Q9BX40,149986
RBM24,Q9BX46,221662
GGTLC1,Q9BX51,92086
TAPBPL,Q9BX59,55080
BRIP1,Q9BX63,83990
SORBS1,Q9BX66,10580
JAM3,Q9BX67,83700
HINT2,Q9BX68,84681
CARD6,Q9BX69,84674
BTBD2,Q9BX70,55643
TM2D2,Q9BX73,83877
TM2D1,Q9BX74,83941
STRA6,Q9BX79,64220
ZNF471,Q9BX82,57573
TRPM6,Q9BX84,140803
PLA2G12B,Q9BX93,84647
SGPP1,Q9BX95,81537
PLVAP,Q9BX97,83483
SUCNR1,Q9BXA5,56670
TSSK6,Q9BXA6,83983
TSSK1B,Q9BXA7,83942
SALL3,Q9BXA9,27164
LGR4,Q9BXB1,55366
OSBPL11,Q9BXB4,114885
OSBPL10,Q9BXB5,114884
SPATA16,Q9BXB7,83893
HCAR1,Q9BXC0,27198
GPR174,Q9BXC1,84636
BBS2,Q9BXC9,583
NPL,Q9BXD5,80896
VN1R3,Q9BXE9,317702
CECR2,Q9BXF3,27443
RAB11FIP5,Q9BXF6,26056
TEKT3,Q9BXF9,64518
SPZ1,Q9BXG8,84654
SLC25A2,Q9BXI2,83884
NT5C1A,Q9BXI3,84618
TBC1D10A,Q9BXI6,83874
C1QTNF6,Q9BXI9,114904
C1QTNF5,Q9BXJ0,114902
C1QTNF1,Q9BXJ1,114897
C1QTNF7,Q9BXJ2,114905
C1QTNF4,Q9BXJ3,114900
C1QTNF3,Q9BXJ4,114899
C1QTNF2,Q9BXJ5,114898
AMN,Q9BXJ7,81693
TMEM120A,Q9BXJ8,83862
NAA15,Q9BXJ9,80155
KLF16,Q9BXK1,83855
BCL2L13,Q9BXK5,23786
HEMGN,Q9BXL5,55363
CARD14,Q9BXL6,79092
CARD11,Q9BXL7,84433
CDCA4,Q9BXL8,55038
PRX,Q9BXM0,57716
PINK1,Q9BXM7,65018
FSD1L,Q9BXM9,83856
ASPN,Q9BXN1,54829
CLEC7A,Q9BXN2,64581
SPANXD,Q9BXN6,64648
SLC12A9,Q9BXP2,56996
SRRT,Q9BXP5,51593
PAPPA2,Q9BXP8,60676
TMEM121B,Q9BXQ6,27439
QTRT1,Q9BXR0,81890
TLR10,Q9BXR5,81793
CFHR5,Q9BXR6,81494
COL25A1,Q9BXS0,84570
IDI2,Q9BXS1,91734
TMEM59,Q9BXS4,9528
AP1M1,Q9BXS5,8907
NUSAP1,Q9BXS6,51203
SLC26A6,Q9BXS9,65010
CACNG6,Q9BXT2,59285
TDRD1,Q9BXT4,56165
TEX15,Q9BXT5,56154
MOV10L1,Q9BXT6,54456
RNF17,Q9BXT8,56163
TEX12,Q9BXU0,56158
STK31,Q9BXU1,56164
TEX13B,Q9BXU2,56156
TEX13A,Q9BXU3,56157
USP26,Q9BXU7,83844
FTHL17,Q9BXU8,53940
CALN1,Q9BXU9,83698
GON7,Q9BXV9,84520
SNHG12,Q9BXW3,85028
MAP1LC3C,Q9BXW4,440738
OSBPL1A,Q9BXW6,114876
HDHD5,Q9BXW7,27440
FANCD2,Q9BXW9,2177
EMILIN2,Q9BXX0,84034
ANKRD30B,Q9BXX2,374860
ANKRD30A,Q9BXX3,91074
MAK16,Q9BXY0,84549
RSPO3,Q9BXY4,84870
CAPS2,Q9BXY5,84698
BEX2,Q9BXY8,84707
SLC4A5,Q9BY07,57835
EBPL,Q9BY08,84650
SLC46A2,Q9BY10,57864
PACSIN1,Q9BY11,29993
SCAPER,Q9BY12,49855
TEX101,Q9BY14,83639
ADGRE3,Q9BY15,84658
MS4A8,Q9BY19,83661
GPR87,Q9BY21,53836
DGCR6L,Q9BY27,85359
ZNF717,Q9BY31,100131827
ITPA,Q9BY32,3704
HDAC8,Q9BY41,55869
RTF2,Q9BY42,51507
CHMP4A,Q9BY43,29082
EIF2A,Q9BY44,83939
PECR,Q9BY49,55825
SEC11C,Q9BY50,90701
GABARAPL3,Q9BY60,23766
UGT2B28,Q9BY64,54490
KDM5D,Q9BY66,8284
CADM1,Q9BY67,23705
LRRC3,Q9BY71,81543
ANGPTL4,Q9BY76,51129
POLDIP3,Q9BY77,84271
RNF26,Q9BY78,79102
MFRP,Q9BY79,83552
DUSP16,Q9BY84,80824
KIAA1671,Q9BY89,85379
SHANK3,Q9BYB0,85358
GNB1L,Q9BYB4,54584
OXCT2,Q9BYC2,64064
FUT8,Q9BYC5,2530
MRPL32,Q9BYC8,64983
MRPL20,Q9BYC9,55052
MRPL13,Q9BYD1,28998
MRPL9,Q9BYD2,65005
MRPL4,Q9BYD3,51073
CNFN,Q9BYD5,84518
MRPL1,Q9BYD6,65008
ACTRT3,Q9BYD9,84517
HES7,Q9BYE0,84667
TMPRSS13,Q9BYE2,84000
LCE3D,Q9BYE3,84648
SPRR2G,Q9BYE4,6706
PCGF6,Q9BYE7,84108
CDHR2,Q9BYE9,54825
ACE2,Q9BYF1,59272
B3GNT5,Q9BYG0,84002
NIFK,Q9BYG3,84365
PARD6G,Q9BYG4,84552
PARD6B,Q9BYG5,84612
MRO,Q9BYG7,83876
GSDMC,Q9BYG8,56169
SEZ6L,Q9BYH1,23544
NFKBIZ,Q9BYH8,64332
FAM126A,Q9BYI3,84668
FGFBP2,Q9BYJ0,83888
ALOXE3,Q9BYJ1,59344
TRIM34,Q9BYJ4,53840
YTHDF1,Q9BYJ9,54915
HELZ2,Q9BYK8,85441
SAMD10,Q9BYL1,140700
RBCK1,Q9BYM8,10616
SRXN1,Q9BYN0,140809
ZNF341,Q9BYN7,84905
MRPS26,Q9BYN8,64949
WNK3,Q9BYP7,65267
KRTAP17-1,Q9BYP8,83902
KRTAP9-9,Q9BYP9,81870
KRTAP9-8,Q9BYQ0,83901
KRTAP9-4,Q9BYQ2,85280
KRTAP9-3,Q9BYQ3,83900
KRTAP9-2,Q9BYQ4,83899
KRTAP4-6,Q9BYQ5,81871
KRTAP4-11,Q9BYQ6,653240
KRTAP4-1,Q9BYQ7,85285
KRTAP4-9,Q9BYQ8,100132386
KRTAP4-8,Q9BYQ9,728224
KRTAP4-7,Q9BYR0,100132476
KRTAP4-5,Q9BYR2,85289
KRTAP4-4,Q9BYR3,84616
KRTAP4-3,Q9BYR4,85290
KRTAP4-2,Q9BYR5,85291
KRTAP3-3,Q9BYR6,85293
KRTAP3-2,Q9BYR7,83897
KRTAP3-1,Q9BYR8,83896
KRTAP2-4,Q9BYR9,85294
KRTAP1-5,Q9BYS1,83895
LRRC2,Q9BYS8,79442
SLC17A9,Q9BYT1,63910
STK33,Q9BYT3,65975
KRTAP2-2,Q9BYT5,728279
NLN,Q9BYT8,57486
ANO3,Q9BYT9,63982
PBX4,Q9BYU1,80714
KRTAP2-1,Q9BYU5,81872
AGXT2,Q9BYV1,64902
TRIM54,Q9BYV2,57159
TRIM55,Q9BYV6,84675
BCO2,Q9BYV7,83875
CEP41,Q9BYV8,95681
BACH2,Q9BYV9,60468
SLC2A11,Q9BYW1,66035
SETD2,Q9BYW2,29072
DEFB126,Q9BYW3,81623
TBC1D2,Q9BYX2,55357
IFIH1,Q9BYX4,64135
POTEKP,Q9BYX7,440915
LDHAL6B,Q9BYZ2,92483
RHOBTB2,Q9BYZ6,23221
REG4,Q9BYZ8,83998
ADAM33,Q9BZ11,80332
ANKRD60,Q9BZ19,140731
PANK2,Q9BZ23,80025
DOCK9,Q9BZ29,23348
FRMD8,Q9BZ67,83786
FRMD8P1,Q9BZ68,83957
PITPNM3,Q9BZ71,83394
PITPNM2,Q9BZ72,57605
CNTNAP3,Q9BZ76,79937
MAGEB5,Q9BZ81,347541
NSD3,Q9BZ95,54904
TTTY13,Q9BZ97,83868
TTTY12,Q9BZ98,83867
TTTY10,Q9BZA0,246119
TXLNGY,Q9BZA5,246126
PCDH11X,Q9BZA7,27328
PCDH11Y,Q9BZA8,83259
CPEB1,Q9BZB8,64506
CELF4,Q9BZC1,56853
ABCA2,Q9BZC7,20
SLC29A3,Q9BZD2,55315
NUF2,Q9BZD4,83540
PRRG4,Q9BZD6,79056
PRRG3,Q9BZD7,79057
GLIS2,Q9BZE0,84662
MRPL37,Q9BZE1,51253
PUS3,Q9BZE2,83480
BARHL1,Q9BZE3,56751
GTPBP4,Q9BZE4,23560
C22orf23,Q9BZE7,84645
ASPSCR1,Q9BZE9,79058
OSBPL8,Q9BZF1,114882
OSBPL7,Q9BZF2,114881
OSBPL6,Q9BZF3,114880
UACA,Q9BZF9,55075
ACP4,Q9BZG2,93650
DPH1,Q9BZG8,1801
WDR11,Q9BZH6,55717
IRX2,Q9BZI1,153572
UPF3B,Q9BZI7,65109
CRNKL1,Q9BZJ0,51340
TPSD1,Q9BZJ3,23430
SLC25A39,Q9BZJ4,51629
GPR63,Q9BZJ6,81491
GPR62,Q9BZJ7,118442
GPR61,Q9BZJ8,83873
NACA4P,Q9BZK3,83955
TBL1XR1,Q9BZK7,79718
UBL5,Q9BZL1,59286
SMIM3,Q9BZL3,85027
PPP1R12C,Q9BZL4,54776
PRKD2,Q9BZL6,25865
PLA2G12A,Q9BZM1,81579
PLA2G2F,Q9BZM2,64600
GSX2,Q9BZM3,170825
ULBP3,Q9BZM4,79465
ULBP2,Q9BZM5,80328
ULBP1,Q9BZM6,80329
LINC00470,Q9BZP3,56651
CHIA,Q9BZP6,27159
SHCBP1L,Q9BZQ2,81626
NMNAT2,Q9BZQ4,23057
EDEM3,Q9BZQ6,80267
NIBAN1,Q9BZQ8,116496
RTN4R,Q9BZR6,65078
BCL2L14,Q9BZR8,79370
TRIM8,Q9BZR9,81603
FOXP3,Q9BZS1,50943
UBXN6,Q9BZV1,80700
SLC19A3,Q9BZV2,80704
IMPG2,Q9BZV3,50939
SLC13A1,Q9BZW2,6561
TM6SF2,Q9BZW4,53345
TM6SF1,Q9BZW5,53346
TSGA10,Q9BZW7,80705
CD244,Q9BZW8,51744
UCK2,Q9BZX2,7371
ROPN1B,Q9BZX4,152015
TRIM31,Q9BZY9,11074
SIGLEC1,Q9BZZ2,6614
API5,Q9BZZ5,8539
NLRP1,Q9C000,22861
C15orf48,Q9C002,84419
SPRY4,Q9C004,81848
DPY30,Q9C005,84661
FOXQ1,Q9C009,94234
PKIB,Q9C010,5570
TRIM15,Q9C019,89870
TRIM9,Q9C026,114088
TRIM7,Q9C029,81786
TRIM6,Q9C030,117854
TRIM5,Q9C035,85363
TRIM4,Q9C037,89122
TRIM2,Q9C040,23321
NKX6-2,Q9C056,84504
FAM117A,Q9C073,81558
KRT23,Q9C075,25984
INO80B,Q9C086,83444
GREB1L,Q9C091,80000
SPEF2,Q9C093,79925
DCLK3,Q9C098,85443
LRRCC1,Q9C099,85444
CNTNAP4,Q9C0A0,85445
ZFHX2,Q9C0A1,85446
SETD5,Q9C0A6,55209
UNK,Q9C0B0,85451
FTO,Q9C0B1,79068
CFAP74,Q9C0B2,85452
ZDHHC5,Q9C0B5,25921
BRINP2,Q9C0B6,57795
TANGO6,Q9C0B7,79613
ZCCHC2,Q9C0B9,54877
TNKS1BP1,Q9C0C2,85456
SEMA4C,Q9C0C4,54910
CIPC,Q9C0C6,85457
AMBRA1,Q9C0C7,55626
UBE2O,Q9C0C9,63893
PHACTR1,Q9C0D0,221692
CEP295,Q9C0D2,85459
ZYG11B,Q9C0D3,79699
ZNF518B,Q9C0D4,85460
TANC1,Q9C0D5,85461
FHDC1,Q9C0D6,85462
ZC3H12C,Q9C0D7,85463
SELENOI,Q9C0D9,85465
XPO4,Q9C0E2,64328
GRIP2,Q9C0E4,80852
LNPK,Q9C0E8,80856
ASXL3,Q9C0F0,80816
CEP44,Q9C0F1,80817
ZNF436,Q9C0F3,80818
ZNF407,Q9C0G0,55628
DNAH6,Q9C0G6,1768
TTYH3,Q9C0H2,80727
ARHGAP39,Q9C0H5,80728
KLHL4,Q9C0H6,56062
SRCIN1,Q9C0H9,80725
MTMR12,Q9C0I1,54545
CCSER1,Q9C0I3,401145
THSD7B,Q9C0I4,80731
LRRC27,Q9C0I9,80313
B3GNT4,Q9C0J1,79369
WDR33,Q9C0J8,55339
BHLHE41,Q9C0J9,79365
BCL11B,Q9C0K0,64919
SLC39A8,Q9C0K1,64116
ACTR3C,Q9C0K3,653857
STRADB,Q9C0K7,55437
SLC7A5P2,Q9GIP4,387254
OR2B2,Q9GZK3,81697
OR2H1,Q9GZK4,26716
OR2J1,Q9GZK6,442185
OR11A1,Q9GZK7,26531
WDR12,Q9GZL7,55759
BPESC1,Q9GZL8,60467
POLR2J2,Q9GZM3,246721
